EventType;AttemptID;SegmentID;GateID;EntryTime;ExitTime;TimeToClear_s;Cleared;ObstacleTouched;ContactDuration_s;ContactCount;FirstContactTime_s;JetpackActiveTime_s;CrouchTime_s;AirborneTime_s;ContactX;ContactY;ContactZ
GATE;1;1;1;3.3600;4.9800;1.6200;1;1;0.9000;2;0.7200;0.0000;0.0000;0.5185;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;12.1200;13.7600;1.6400;1;1;0.8400;2;0.8000;0.0000;0.0000;0.5457;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;20.4400;22.0000;1.5600;1;1;0.4600;3;0.7400;0.0000;0.0000;0.5531;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;28.4600;30.1800;1.7200;1;1;0.9000;2;0.8200;0.0000;0.0000;0.6479;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;36.8200;38.4200;1.6000;1;1;0.5200;3;0.7000;0.0000;0.0000;0.5959;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
