EventType;AttemptID;SegmentID;GateID;EntryTime;ExitTime;TimeToClear_s;Cleared;ObstacleTouched;ContactDuration_s;ContactCount;FirstContactTime_s;JetpackActiveTime_s;CrouchTime_s;AirborneTime_s;ContactX;ContactY;ContactZ
GATE;1;1;1;3.3000;4.9400;1.6400;1;1;0.9200;2;0.7200;0.0000;0.0000;0.6075;0;0;0
DEATH;;;;;;;;;;;;;
GATE;1;1;1;9.4200;11.0600;1.6400;1;1;0.8600;2;0.7800;0.0000;0.0000;0.5540;0;0;0
DEATH;;;;;;;;;;;;;
GATE;1;1;1;16.3200;18.0000;1.6800;1;1;0.9400;3;0.7400;0.0000;0.0000;0.6049;0;0;0
DEATH;;;;;;;;;;;;;
GATE;1;1;1;23.2200;24.9000;1.6800;1;1;0.9400;3;0.7400;0.0000;0.0000;0.5880;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;32.2800;34.0000;1.7200;1;1;0.9600;3;0.7600;0.0000;0.0000;0.5874;0;0;0
DEATH;;;;;;;;;;;;;
