EventType;AttemptID;SegmentID;GateID;EntryTime;ExitTime;TimeToClear_s;Cleared;ObstacleTouched;ContactDuration_s;ContactCount;FirstContactTime_s;JetpackActiveTime_s;CrouchTime_s;AirborneTime_s;ContactX;ContactY;ContactZ
GATE;1;1;1;84.8400;85.8400;1.0000;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.6659;109.8950;2.3542;11.4407
GATE;2;2;2;90.0600;91.0600;1.0000;1;0;0.0000;0;-1.0000;0.2256;0.0000;0.9322;0;0;0
GATE;3;3;3;92.7000;94.0600;1.3600;1;0;0.0000;0;-1.0000;0.0652;0.0000;1.3541;187.5143;3.8941;11.1527
DEATH;;;;;;;;;;;;;
GATE;1;1;1;108.6400;111.4600;2.8200;1;0;0.0000;0;-1.0000;0.0000;0.0000;1.7088;109.4620;2.3348;11.2391
DEATH;;;;;;;;;;;;;
GATE;1;1;1;119.9800;122.5200;2.5400;1;1;0.0600;3;0.7600;0.0000;0.0000;1.7303;109.7126;2.4077;10.5476
DEATH;;;;;;;;;;;;;
GATE;1;1;1;130.4600;132.7200;2.2600;1;0;0.0000;0;-1.0000;0.0000;0.0000;1.1298;0;0;0
DEATH;;;;;;;;;;;;;
GATE;1;1;1;142.6000;144.3000;1.7000;1;1;0.2400;3;0.7200;0.0000;1.6924;0.0000;0;0;0
GATE;2;2;2;149.2200;150.4800;1.2600;1;0;0.0000;0;-1.0000;0.0000;0.0000;1.2649;157.7120;12.4460;10.3070
DEATH;;;;;;;;;;;;;
GATE;1;1;1;160.0200;161.7200;1.7000;1;1;0.2000;3;0.7600;0.0000;1.5881;0.0000;0;0;0
GATE;2;2;2;165.1800;166.8600;1.6800;1;1;0.2200;3;0.7400;0.0000;1.5321;0.1437;0;0;0
GATE;3;3;3;168.3600;169.7200;1.3600;1;0;0.0000;0;-1.0000;1.0189;0.0000;1.3461;187.6946;5.5079;11.2371
GATE;4;4;4;191.9200;192.9600;1.0400;1;1;0.1800;3;0.4400;0.0000;0.8136;0.0000;0;0;0
GATE;5;5;5;193.0200;194.2400;1.2200;1;0;0.0000;0;-1.0000;0.7674;0.0000;1.2263;164.6301;2.1515;59.1740
GATE;6;6;6;194.6000;195.9400;1.3400;1;0;0.0000;0;-1.0000;0.4230;0.0000;1.3506;147.1329;11.7600;59.0075
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;4;4;4;234.6400;236.4600;1.8200;1;0;0.0000;0;-1.0000;0.2991;0.0000;1.0903;0;0;0
GATE;5;5;5;236.4600;237.8200;1.3600;1;0;0.0000;0;-1.0000;1.2184;0.0000;1.3593;164.3613;4.3063;57.9200
GATE;6;6;6;238.1800;239.5600;1.3800;1;0;0.0000;0;-1.0000;0.0663;0.0000;1.3782;147.1425;4.9390;58.3312
DEATH;;;;;;;;;;;;;
GATE;4;4;4;251.0600;252.1200;1.0600;1;1;0.1000;3;0.5000;0.0000;0.8346;0.0000;0;0;0
GATE;5;5;5;252.1200;253.8600;1.7400;1;1;0.2200;1;1.2800;0.0000;0.0000;1.3623;164.2075;2.0752;56.3083
DEATH;;;;;;;;;;;;;
GATE;4;4;4;271.8000;272.8200;1.0200;1;1;0.1800;3;0.4400;0.0000;0.7539;0.0000;0;0;0
GATE;5;5;5;272.8800;273.6600;0.7800;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.6269;0;0;0
GATE;6;6;6;273.8200;274.0400;0.2200;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.2239;0;0;0
DEATH;;;;;;;;;;;;;
GATE;4;4;4;290.7000;291.8000;1.1000;1;1;0.1000;3;0.5000;0.0000;0.5951;0.0000;0;0;0
GATE;5;5;5;291.8000;292.6800;0.8800;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.7261;164.5534;2.1480;56.8313
GATE;6;6;6;292.9000;293.9800;1.0800;1;1;0.1600;3;0.5000;0.0000;0.8035;0.0000;0;0;0
GATE;7;7;7;295.9200;297.0200;1.1000;1;1;0.1400;3;0.4800;0.0000;1.0845;0.0000;0;0;0
GATE;8;8;8;297.5200;298.4600;0.9400;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.6816;87.4245;1.9367;56.8966
DEATH;;;;;;;;;;;;;
GATE;4;4;4;319.1200;320.1400;1.0200;1;1;0.1600;3;0.4600;0.0000;1.0306;0.0000;0;0;0
GATE;5;5;5;320.2200;321.1800;0.9600;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.6783;0;0;0
GATE;6;6;6;321.3800;322.7000;1.3200;1;1;0.4400;3;0.4600;0.0000;0.9903;0.0000;0;0;0
GATE;7;7;7;324.7000;325.7400;1.0400;1;1;0.1400;3;0.4600;0.0000;0.5269;0.0000;0;0;0
GATE;8;8;8;326.3000;327.2000;0.9000;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.5825;0;0;0
GATE;8;8;8;327.8200;329.2200;1.4000;1;1;0.2400;1;0.5000;0.0000;0.3638;0.5074;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
