EventType;AttemptID;SegmentID;GateID;EntryTime;ExitTime;TimeToClear_s;Cleared;ObstacleTouched;ContactDuration_s;ContactCount;FirstContactTime_s;JetpackActiveTime_s;CrouchTime_s;AirborneTime_s;ContactX;ContactY;ContactZ
GATE;1;1;1;24.5000;26.2400;1.7400;1;1;0.2000;3;0.7800;0.0000;1.3701;0.0000;0;0;0
GATE;2;2;2;29.6800;31.4000;1.7200;1;1;0.2200;2;0.7400;0.0000;1.7256;0.0000;0;0;0
GATE;3;3;3;33.3600;36.8200;3.4600;1;1;0.5000;5;0.7600;0.4963;1.9145;1.1514;187.4908;2.8106;9.8654
GATE;4;4;4;47.0600;48.1800;1.1200;1;1;0.1800;2;0.4600;0.0000;1.1174;0.0000;0;0;0
GATE;5;5;5;48.1800;49.6600;1.4800;1;0;0.0000;0;-1.0000;0.5749;0.0000;1.4923;164.6973;2.5870;60.4174
GATE;6;6;6;49.9200;50.8200;0.9000;1;0;0.0000;0;-1.0000;0.6017;0.0000;0.8832;147.5115;2.2311;60.6534
DEATH;;;;;;;;;;;;;
GATE;4;4;4;64.4000;65.4800;1.0800;1;1;0.1400;3;0.4800;0.0000;0.9379;0.0000;0;0;0
GATE;5;5;5;65.4800;67.9200;2.4400;1;1;0.9600;2;0.4600;0.9643;0.4469;1.9999;0;0;0
GATE;6;6;6;68.2800;69.2200;0.9400;1;0;0.0000;0;-1.0000;0.2023;0.0000;0.9549;0;0;0
DEATH;;;;;;;;;;;;;
