EventType;AttemptID;SegmentID;GateID;EntryTime;ExitTime;TimeToClear_s;Cleared;ObstacleTouched;ContactDuration_s;ContactCount;FirstContactTime_s;JetpackActiveTime_s;CrouchTime_s;AirborneTime_s;ContactX;ContactY;ContactZ
GATE;1;1;1;9.6200;11.3200;1.7000;1;1;0.2000;2;0.7600;0.0000;1.7026;0.0000;0;0;0
GATE;1;1;1;14.7600;16.4600;1.7000;1;1;0.2000;2;0.7600;0.0000;1.6968;0.0000;0;0;0
GATE;1;1;1;22.8000;24.5000;1.7000;1;1;0.2000;2;0.7600;0.0000;1.6980;0.0000;0;0;0
GATE;1;1;1;27.8000;29.4800;1.6800;1;1;0.2000;3;0.7400;0.0000;1.6768;0.0000;0;0;0
GATE;1;1;1;35.8200;37.5200;1.7000;1;1;0.2000;3;0.7600;0.0000;1.6963;0.0000;0;0;0
GATE;1;1;1;40.8000;42.5000;1.7000;1;1;0.2200;3;0.7400;0.0000;1.7041;0.0000;0;0;0
GATE;1;1;1;48.8400;50.5400;1.7000;1;1;0.2200;3;0.7400;0.0000;1.6978;0.0000;0;0;0
GATE;1;1;1;53.8200;55.5200;1.7000;1;1;0.2000;2;0.7600;0.0000;1.6983;0.0000;0;0;0
GATE;1;1;1;61.8600;63.3800;1.5200;1;1;0.4800;3;0.7400;0.0000;1.0232;0.5546;0;0;0
DEATH;;;;;;;;;;;;;
