EventType;AttemptID;SegmentID;GateID;EntryTime;ExitTime;TimeToClear_s;Cleared;ObstacleTouched;ContactDuration_s;ContactCount;FirstContactTime_s;JetpackActiveTime_s;CrouchTime_s;AirborneTime_s;ContactX;ContactY;ContactZ
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;970.4800;972.4000;1.9200;1;0;0.0000;0;-1.0000;0.0164;0.0000;1.1707;109.4770;2.2790;10.8726
GATE;2;2;2;975.6000;977.2000;1.6000;1;0;0.0000;0;-1.0000;0.4406;0.0000;1.2809;157.4646;2.2963;11.4922
GATE;3;3;3;979.2800;980.6400;1.3600;1;0;0.0000;0;-1.0000;0.3348;0.0000;0.8070;187.4600;2.3003;10.8266
GATE;4;4;4;987.4600;988.4400;0.9800;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.6869;0;0;0
GATE;5;5;5;988.4800;989.4400;0.9600;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0000;0;0;0
GATE;6;6;6;989.7000;990.7800;1.0800;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0000;0;0;0
GATE;7;7;7;992.7200;993.7000;0.9800;1;0;0.0000;0;-1.0000;0.1964;0.0000;0.8650;108.4933;2.2354;56.8299
GATE;8;8;8;994.2000;995.8200;1.6201;1;0;0.0000;0;-1.0000;0.9334;0.0000;1.6247;87.2075;2.3322;60.7429
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
