EventType;AttemptID;SegmentID;GateID;EntryTime;ExitTime;TimeToClear_s;Cleared;ObstacleTouched;ContactDuration_s;ContactCount;FirstContactTime_s;JetpackActiveTime_s;CrouchTime_s;AirborneTime_s;ContactX;ContactY;ContactZ
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;1007.4800;1009.1800;1.7000;1;1;0.2000;3;0.7600;0.0000;1.2834;0.0000;0;0;0
GATE;2;2;2;1012.7400;1014.4400;1.7000;1;1;0.2000;3;0.7600;0.0000;0.9991;0.0000;0;0;0
GATE;3;3;3;1016.4400;1018.1200;1.6800;1;1;0.2200;2;0.7400;0.0000;1.0795;0.1103;0;0;0
GATE;4;4;4;1025.4000;1026.4400;1.0399;1;1;0.1600;3;0.4399;0.0000;1.0163;0.0000;0;0;0
GATE;5;5;5;1026.4600;1027.5200;1.0601;1;1;0.1200;3;0.4800;0.0000;0.4158;0.6101;164.5334;1.8557;58.5234
GATE;6;6;6;1027.7400;1028.8000;1.0599;1;1;0.1600;3;0.4600;0.0000;0.4296;0.0000;0;0;0
GATE;7;7;7;1030.7200;1031.9600;1.2400;1;1;0.2800;3;0.5000;0.0000;1.1048;0.0000;0;0;0
GATE;8;8;8;1032.5000;1033.6800;1.1799;1;1;0.0200;1;0.4800;0.1279;0.3301;0.8006;87.2711;1.8625;58.8581
