EventType;AttemptID;SegmentID;GateID;EntryTime;ExitTime;TimeToClear_s;Cleared;ObstacleTouched;ContactDuration_s;ContactCount;FirstContactTime_s;JetpackActiveTime_s;CrouchTime_s;AirborneTime_s;ContactX;ContactY;ContactZ
GATE;1;1;1;3.3000;5.0600;1.7600;1;1;1.0000;2;0.7600;0.0000;0.0000;0.6849;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;11.0200;12.7200;1.7000;1;1;0.9600;2;0.7400;0.0000;0.0000;0.6160;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;19.1000;20.8000;1.7000;1;1;0.8800;2;0.8200;0.0000;0.0000;0.5472;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;28.2600;29.9800;1.7200;1;1;0.9400;2;0.7800;0.0000;0.0000;0.6768;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;36.4400;38.1200;1.6800;1;1;0.9600;2;0.7200;0.0000;0.0000;0.6473;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;44.6200;46.3400;1.7200;1;1;0.9200;2;0.8000;0.0000;0.0000;0.6709;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;52.8600;54.5400;1.6800;1;1;0.9000;2;0.7800;0.0000;0.0000;0.6034;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;61.0200;62.6800;1.6600;1;1;0.9000;2;0.7600;0.0000;0.0000;0.5572;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;69.2400;70.9000;1.6600;1;1;0.5000;3;0.7800;0.0000;0.0000;0.5880;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;77.4200;79.1400;1.7200;1;1;0.9400;2;0.7800;0.0000;0.0000;0.6700;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;86.5600;88.2000;1.6400;1;1;0.8600;2;0.7800;0.0000;0.0000;0.5317;0;0;0
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;94.7200;96.4200;1.7000;1;1;0.9400;2;0.7600;0.0000;0.0000;0.5309;0;0;0
DEATH;;;;;;;;;;;;;
