EventType;AttemptID;SegmentID;GateID;EntryTime;ExitTime;TimeToClear_s;Cleared;ObstacleTouched;ContactDuration_s;ContactCount;FirstContactTime_s;JetpackActiveTime_s;CrouchTime_s;AirborneTime_s;ContactX;ContactY;ContactZ
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;1;1;1;2353.3200;2354.5000;1.1799;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.8013;0;0;0
GATE;2;2;2;2358.3400;2360.1000;1.7600;1;1;0.0200;1;0.5400;0.0000;0.0000;0.6667;157.5288;2.2912;10.0462
GATE;3;3;3;2362.1000;2363.3400;1.2400;1;0;0.0000;0;-1.0000;0.8164;0.0000;1.0645;187.6158;2.5320;9.4382
GATE;4;4;4;2370.9800;2371.7600;0.7800;1;1;0.0400;1;0.4399;0.0000;0.0000;0.6237;178.3818;2.2437;58.4177
GATE;5;5;5;2371.8000;2374.8400;3.0398;1;0;0.0000;0;-1.0000;1.5164;0.0000;2.7573;0;0;0
GATE;6;6;6;2375.2600;2376.2400;0.9800;1;1;0.0601;1;0.6599;0.0325;0.0000;0.9818;0;0;0
GATE;6;6;6;2376.4000;2376.5000;0.1001;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0917;0;0;0
DEATH;;;;;;;;;;;;;
GATE;4;4;4;2385.9600;2386.6800;0.7200;1;1;0.0999;3;0.3000;0.0000;0.0000;0.6011;178.4860;2.2396;57.4886
GATE;5;5;5;2386.6800;2388.7800;2.1001;1;1;0.5000;1;0.7200;0.1542;0.0000;1.2059;164.7516;1.9059;56.7204
GATE;6;6;6;2389.1600;2390.5400;1.3801;1;0;0.0000;0;-1.0000;0.9318;0.0000;1.3949;147.5761;3.5115;57.6060
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
GATE;4;4;4;2408.8800;2409.9400;1.0601;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0000;0;0;0
GATE;5;5;5;2409.9400;2411.0000;1.0601;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0000;0;0;0
GATE;6;6;6;2411.3000;2412.3600;1.0598;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0000;0;0;0
GATE;7;7;7;2414.3000;2415.7200;1.4199;1;0;0.0000;0;-1.0000;0.1936;0.0000;1.0014;0;0;0
GATE;8;8;8;2416.7000;2418.4000;1.7000;1;0;0.0000;0;-1.0000;0.5438;0.0000;1.6312;87.3154;5.2217;60.8736
DEATH;;;;;;;;;;;;;
GATE;4;4;4;2428.8400;2429.9000;1.0601;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0000;0;0;0
GATE;5;5;5;2429.9200;2430.9600;1.0400;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0000;0;0;0
GATE;6;6;6;2431.2400;2432.3000;1.0601;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0000;0;0;0
GATE;7;7;7;2434.2000;2434.9600;0.7600;1;1;0.0200;1;0.3999;0.0000;0.0000;0.6005;108.2375;2.2460;58.1321
GATE;8;8;8;2435.7600;2436.6800;0.9199;1;1;0.0398;1;0.3000;0.0000;0.0000;0.6759;87.3330;1.8309;59.8161
DEATH;;;;;;;;;;;;;
GATE;4;4;4;2454.5400;2455.5600;1.0200;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0000;0;0;0
GATE;5;5;5;2455.6000;2456.6400;1.0400;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0000;0;0;0
GATE;6;6;6;2456.9200;2457.9600;1.0400;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0000;0;0;0
GATE;7;7;7;2459.9200;2462.1800;2.2600;1;1;1.1799;5;0.4800;1.1907;0.0000;1.6760;0;0;0
GATE;8;8;8;2462.9200;2463.9600;1.0400;1;0;0.0000;0;-1.0000;0.0257;0.0000;1.0495;0;0;0
DEATH;;;;;;;;;;;;;
GATE;4;4;4;2475.0000;2475.8000;0.8000;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.6484;178.3375;2.2418;56.5448
GATE;5;5;5;2475.8400;2477.1200;1.2800;1;1;0.2800;1;0.3801;0.0000;0.0000;0.7582;164.6786;1.8533;55.7368
GATE;6;6;6;2477.2800;2478.2200;0.9399;1;1;0.2998;3;0.2400;0.0000;0.0000;0.6539;0;0;0
GATE;7;7;7;2480.2800;2482.3200;2.0398;1;0;0.0000;0;-1.0000;0.4489;0.0000;1.0848;108.3296;2.2427;59.7128
GATE;8;8;8;2483.0800;2484.4800;1.4001;1;0;0.0000;0;-1.0000;0.3275;0.0000;1.3999;87.2512;11.7969;58.9423
DEATH;;;;;;;;;;;;;
GATE;4;4;4;2496.9800;2497.9400;0.9600;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.6808;0;0;0
GATE;5;5;5;2497.9800;2499.7600;1.7800;1;1;0.3000;1;0.4600;0.2458;0.0000;1.1138;164.6896;1.8295;55.2913
GATE;6;6;6;2500.1200;2501.5200;1.4001;1;0;0.0000;0;-1.0000;0.9014;0.0000;1.3936;147.6359;4.8800;56.6242
DEATH;;;;;;;;;;;;;
GATE;4;4;4;2513.3800;2514.4200;1.0400;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0000;0;0;0
GATE;5;5;5;2514.4400;2515.4800;1.0400;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0000;0;0;0
GATE;6;6;6;2515.6800;2516.5800;0.8999;1;1;0.2000;3;0.3801;0.0000;0.0000;0.5856;0;0;0
GATE;7;7;7;2518.3800;2519.6400;1.2600;1;1;0.3000;3;0.5000;0.0000;0.0000;0.6156;0;0;0
GATE;8;8;8;2519.9400;2521.0200;1.0801;1;1;0.2002;1;0.4199;0.0000;0.0000;0.6105;87.3583;1.8286;59.6547
GATE;8;8;8;2522.3800;2522.5400;0.1602;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.1686;0;0;0
DEATH;;;;;;;;;;;;;
GATE;4;4;4;2531.0600;2532.3400;1.2798;1;1;0.2800;3;0.2998;0.0000;0.0000;0.9824;0;0;0
GATE;5;5;5;2533.1400;2533.8400;0.7000;1;0;0.0000;0;-1.0000;0.7026;0.0000;0.7026;0;0;0
GATE;6;6;6;2534.2200;2535.3000;1.0801;1;0;0.0000;0;-1.0000;0.0000;0.0000;1.0880;147.4413;3.7690;60.1453
DEATH;;;;;;;;;;;;;
GATE;4;4;4;2543.8000;2544.6400;0.8398;1;1;0.1799;3;0.3398;0.0000;0.0000;0.6081;178.4705;2.2374;57.0605
GATE;5;5;5;2544.6400;2545.8600;1.2200;1;1;0.5000;1;0.2600;0.0000;0.0000;0.6578;164.6628;1.8506;57.3000
GATE;6;6;6;2546.0200;2547.0200;1.0000;1;1;0.3201;3;0.3398;0.0000;0.0000;0.6252;0;0;0
