EventType;AttemptID;SegmentID;GateID;EntryTime;ExitTime;TimeToClear_s;Cleared;ObstacleTouched;ContactDuration_s;ContactCount;FirstContactTime_s;JetpackActiveTime_s;CrouchTime_s;AirborneTime_s;ContactX;ContactY;ContactZ
GATE;1;1;1;67.1400;68.3000;1.1600;1;1;0.0400;2;0.6800;0.0000;0.0000;0.5764;109.5334;2.2497;11.6704
GATE;2;2;2;72.6400;73.8000;1.1600;1;1;0.0200;1;0.7200;0.0000;0.0000;0.6102;157.7393;2.2480;13.0537
GATE;3;3;3;75.8800;76.9800;1.1000;1;0;0.0000;0;-1.0000;0.0000;0.0000;1.0351;0;0;0
DEATH;;;;;;;;;;;;;
GATE;1;1;1;84.9000;86.1400;1.2400;1;1;0.1000;3;0.6800;0.0000;0.0000;0.5345;109.5201;2.2472;10.9372
DEATH;;;;;;;;;;;;;
GATE;1;1;1;97.1600;98.4600;1.3000;1;1;0.1200;3;0.7200;0.0000;0.0000;0.5217;109.5029;2.2511;11.7883
GATE;2;2;2;103.0600;104.0600;1.0000;1;1;0.3200;4;0.6800;0.0000;0.0000;1.0032;0;0;0
DEATH;;;;;;;;;;;;;
GATE;1;1;1;111.8400;112.9400;1.1000;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.6029;109.5591;2.2321;10.8582
GATE;2;2;2;116.6600;117.8200;1.1600;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.5320;157.6609;2.2542;10.5436
GATE;3;3;3;120.0200;121.3200;1.3000;1;0;0.0000;0;-1.0000;0.4146;0.0000;0.8495;0;0;0
DEATH;;;;;;;;;;;;;
GATE;4;4;4;147.1800;148.5800;1.4000;1;1;0.3000;3;0.4200;0.0000;0.0000;0.9096;178.6158;2.2302;58.8902
GATE;5;5;5;148.6000;148.6600;0.0600;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0619;0;0;0
DEATH;;;;;;;;;;;;;
GATE;4;4;4;158.4800;160.3400;1.8600;1;1;0.6000;3;0.5000;0.0000;0.0000;1.2044;178.6357;2.2980;55.5682
GATE;5;5;5;160.3600;160.4000;0.0400;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.0312;0;0;0
DEATH;;;;;;;;;;;;;
GATE;4;4;4;170.3800;171.2200;0.8400;1;1;0.1600;3;0.3400;0.0000;0.0000;0.6234;0;0;0
GATE;5;5;5;171.2200;172.3800;1.1600;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.6163;164.4816;1.7617;60.0409
GATE;6;6;6;172.6600;173.7000;1.0400;1;1;0.2400;3;0.4800;0.0000;0.0000;0.6022;0;0;0
GATE;7;7;7;175.7400;176.5200;0.7800;1;1;0.1200;2;0.3200;0.0000;0.0000;0.6009;0;0;0
GATE;8;8;8;177.4600;179.3200;1.8600;1;0;0.0000;0;-1.0000;0.0000;0.0000;1.4201;87.1129;1.8929;58.5543
DEATH;;;;;;;;;;;;;
GATE;4;4;4;188.4400;190.2400;1.8000;1;1;0.4400;3;0.4400;0.5928;0.0000;1.3943;178.7066;2.2789;58.7113
GATE;5;5;5;190.2800;192.1400;1.8600;1;0;0.0000;0;-1.0000;0.8883;0.0000;1.8584;164.7701;12.2150;58.4021
GATE;6;6;6;192.5200;192.8000;0.2800;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.2901;0;0;0
DEATH;;;;;;;;;;;;;
GATE;4;4;4;201.8800;202.9800;1.1000;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.9633;178.6709;2.2911;61.0699
DEATH;;;;;;;;;;;;;
GATE;4;4;4;212.4400;213.4000;0.9600;1;1;0.2000;3;0.4400;0.0000;0.0000;0.6188;178.4818;2.2326;56.6697
GATE;5;5;5;213.4000;214.6600;1.2600;1;1;0.4200;3;0.3800;0.0000;0.0000;0.7044;164.6239;1.8264;58.2834
GATE;6;6;6;214.8000;215.7200;0.9200;1;1;0.2000;3;0.3800;0.0000;0.0000;0.6079;147.3570;2.2306;58.5953
GATE;7;7;7;218.0000;219.0000;1.0000;1;1;0.2000;3;0.4600;0.0000;0.0000;0.6061;108.2303;2.2311;59.4063
GATE;8;8;8;219.4600;220.2400;0.7800;1;0;0.0000;0;-1.0000;0.0000;0.0000;0.5222;87.0939;1.7747;58.0505
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
DEATH;;;;;;;;;;;;;
